LineId,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,Jan,30,00:22:13,fajar-server,kernel,[8331276.998928] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=169.197.108.196 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=243 ID=56829 PROTO=TCP SPT=38275 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8331276.998928', '00', '50:56:84', '69:81', '08:00', '169.197.108.196', '128.131.169.52', '40', '243', '56829', '38275', '443', '1024', '0']"
2,Jan,30,01:34:52,fajar-server,kernel,[8335634.948600] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=217.21.193.74 DST=128.131.169.52 LEN=44 TOS=0x00 PREC=0x00 TTL=31 ID=51208 PROTO=TCP SPT=50885 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8335634.948600', '00', '50:56:84', '69:81', '08:00', '217.21.193.74', '128.131.169.52', '44', '31', '51208', '50885', '443', '1024', '0']"
3,Jan,30,01:34:52,fajar-server,kernel,[8335635.357295] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=217.21.193.74 DST=128.131.169.52 LEN=44 TOS=0x00 PREC=0x00 TTL=47 ID=26292 PROTO=TCP SPT=50886 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8335635.357295', '00', '50:56:84', '69:81', '08:00', '217.21.193.74', '128.131.169.52', '44', '47', '26292', '50886', '443', '1024', '0']"
4,Jan,30,03:38:53,fajar-server,kernel,[8343076.249058] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=194.26.29.123 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=234 ID=4498 PROTO=TCP SPT=60000 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8343076.249058', '00', '50:56:84', '69:81', '08:00', '194.26.29.123', '128.131.169.52', '40', '234', '4498', '60000', '443', '1024', '0']"
5,Jan,30,03:50:36,fajar-server,kernel,[8343778.967196] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=198.108.66.199 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=242 ID=54321 PROTO=TCP SPT=51518 DPT=443 WINDOW=65535 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8343778.967196', '00', '50:56:84', '69:81', '08:00', '198.108.66.199', '128.131.169.52', '40', '242', '54321', '51518', '443', '65535', '0']"
6,Jan,30,03:56:26,fajar-server,kernel,[8344129.197174] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=66.249.65.106 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=98 ID=45071 PROTO=TCP SPT=43409 DPT=443 WINDOW=62920 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344129.197174', '00', '50:56:84', '69:81', '08:00', '66.249.65.106', '128.131.169.52', '60', '98', '45071', '43409', '443', '62920', '0']"
7,Jan,30,03:56:27,fajar-server,kernel,[8344130.197169] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=66.249.65.106 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=98 ID=45716 PROTO=TCP SPT=43409 DPT=443 WINDOW=62920 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344130.197169', '00', '50:56:84', '69:81', '08:00', '66.249.65.106', '128.131.169.52', '60', '98', '45716', '43409', '443', '62920', '0']"
8,Jan,30,03:56:29,fajar-server,kernel,[8344132.196673] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=66.249.65.106 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=98 ID=46776 PROTO=TCP SPT=43409 DPT=443 WINDOW=62920 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344132.196673', '00', '50:56:84', '69:81', '08:00', '66.249.65.106', '128.131.169.52', '60', '98', '46776', '43409', '443', '62920', '0']"
9,Jan,30,03:56:33,fajar-server,kernel,[8344136.196567] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=66.249.65.106 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=98 ID=48739 PROTO=TCP SPT=43409 DPT=443 WINDOW=62920 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344136.196567', '00', '50:56:84', '69:81', '08:00', '66.249.65.106', '128.131.169.52', '60', '98', '48739', '43409', '443', '62920', '0']"
10,Jan,30,03:56:41,fajar-server,kernel,[8344144.196332] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=66.249.65.106 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=98 ID=52509 PROTO=TCP SPT=43409 DPT=443 WINDOW=62920 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344144.196332', '00', '50:56:84', '69:81', '08:00', '66.249.65.106', '128.131.169.52', '60', '98', '52509', '43409', '443', '62920', '0']"
11,Jan,30,03:56:57,fajar-server,kernel,[8344160.195867] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=66.249.65.106 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=98 ID=62013 PROTO=TCP SPT=43409 DPT=443 WINDOW=62920 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344160.195867', '00', '50:56:84', '69:81', '08:00', '66.249.65.106', '128.131.169.52', '60', '98', '62013', '43409', '443', '62920', '0']"
12,Jan,30,04:00:13,fajar-server,kernel,[8344356.358148] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=184.105.247.247 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=243 ID=54321 PROTO=TCP SPT=38280 DPT=443 WINDOW=65535 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8344356.358148', '00', '50:56:84', '69:81', '08:00', '184.105.247.247', '128.131.169.52', '40', '243', '54321', '38280', '443', '65535', '0']"
13,Jan,30,05:24:26,fajar-server,kernel,[8349408.708111] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=198.108.66.148 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=243 ID=54321 PROTO=TCP SPT=35866 DPT=443 WINDOW=65535 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8349408.708111', '00', '50:56:84', '69:81', '08:00', '198.108.66.148', '128.131.169.52', '40', '243', '54321', '35866', '443', '65535', '0']"
14,Jan,30,06:15:49,fajar-server,kernel,[8352492.242691] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=149.56.242.200 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=241 ID=54321 PROTO=TCP SPT=44966 DPT=443 WINDOW=65535 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8352492.242691', '00', '50:56:84', '69:81', '08:00', '149.56.242.200', '128.131.169.52', '40', '241', '54321', '44966', '443', '65535', '0']"
15,Jan,30,07:27:04,fajar-server,kernel,[8356767.017991] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=207.46.13.89 DST=128.131.169.52 LEN=48 TOS=0x02 PREC=0x00 TTL=99 ID=13406 DF PROTO=TCP SPT=3735 DPT=443 WINDOW=8192 RES=0x00 CWR ECE SYN URGP=0,691600d7,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x02 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 CWR ECE SYN URGP=<*>,"['8356767.017991', '00', '50:56:84', '69:81', '08:00', '207.46.13.89', '128.131.169.52', '48', '99', '13406', '3735', '443', '8192', '0']"
16,Jan,30,07:27:07,fajar-server,kernel,[8356770.010547] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=207.46.13.89 DST=128.131.169.52 LEN=48 TOS=0x02 PREC=0x00 TTL=99 ID=13407 DF PROTO=TCP SPT=3735 DPT=443 WINDOW=8192 RES=0x00 CWR ECE SYN URGP=0,691600d7,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x02 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 CWR ECE SYN URGP=<*>,"['8356770.010547', '00', '50:56:84', '69:81', '08:00', '207.46.13.89', '128.131.169.52', '48', '99', '13407', '3735', '443', '8192', '0']"
17,Jan,30,07:27:13,fajar-server,kernel,[8356776.011152] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=207.46.13.89 DST=128.131.169.52 LEN=48 TOS=0x00 PREC=0x00 TTL=99 ID=13408 DF PROTO=TCP SPT=3735 DPT=443 WINDOW=8192 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8356776.011152', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '207.46.13.89', '128.131.169.52', '48', '99', '13408', '3735', '443', '8192', '0']"
18,Jan,30,07:39:39,fajar-server,kernel,[8357522.037568] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=185.234.216.20 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=53 ID=13946 DF PROTO=TCP SPT=55332 DPT=443 WINDOW=64240 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8357522.037568', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '185.234.216.20', '128.131.169.52', '60', '53', '13946', '55332', '443', '64240', '0']"
19,Jan,30,07:39:40,fajar-server,kernel,[8357523.061469] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=185.234.216.20 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=53 ID=13947 DF PROTO=TCP SPT=55332 DPT=443 WINDOW=64240 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8357523.061469', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '185.234.216.20', '128.131.169.52', '60', '53', '13947', '55332', '443', '64240', '0']"
20,Jan,30,07:39:42,fajar-server,kernel,[8357525.077364] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=185.234.216.20 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=53 ID=13948 DF PROTO=TCP SPT=55332 DPT=443 WINDOW=64240 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8357525.077364', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '185.234.216.20', '128.131.169.52', '60', '53', '13948', '55332', '443', '64240', '0']"
21,Jan,30,08:28:29,fajar-server,kernel,[8360451.504160] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=198.108.66.220 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=243 ID=54321 PROTO=TCP SPT=55230 DPT=443 WINDOW=65535 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8360451.504160', '00', '50:56:84', '69:81', '08:00', '198.108.66.220', '128.131.169.52', '40', '243', '54321', '55230', '443', '65535', '0']"
22,Jan,30,11:03:12,fajar-server,kernel,[8369734.204965] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=164.52.24.162 DST=128.131.169.52 LEN=44 TOS=0x00 PREC=0x00 TTL=239 ID=54321 PROTO=TCP SPT=44657 DPT=443 WINDOW=65535 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8369734.204965', '00', '50:56:84', '69:81', '08:00', '164.52.24.162', '128.131.169.52', '44', '239', '54321', '44657', '443', '65535', '0']"
23,Jan,30,14:38:03,fajar-server,kernel,[8382625.157673] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=217.21.193.74 DST=128.131.169.52 LEN=44 TOS=0x00 PREC=0x00 TTL=41 ID=56041 PROTO=TCP SPT=61656 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8382625.157673', '00', '50:56:84', '69:81', '08:00', '217.21.193.74', '128.131.169.52', '44', '41', '56041', '61656', '443', '1024', '0']"
24,Jan,30,14:38:04,fajar-server,kernel,[8382625.634355] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=217.21.193.74 DST=128.131.169.52 LEN=44 TOS=0x00 PREC=0x00 TTL=39 ID=5996 PROTO=TCP SPT=61657 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8382625.634355', '00', '50:56:84', '69:81', '08:00', '217.21.193.74', '128.131.169.52', '44', '39', '5996', '61657', '443', '1024', '0']"
25,Jan,30,16:03:11,fajar-server,kernel,[8387732.369852] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=128.14.209.182 DST=128.131.169.52 LEN=40 TOS=0x00 PREC=0x00 TTL=238 ID=23961 PROTO=TCP SPT=18915 DPT=443 WINDOW=1024 RES=0x00 SYN URGP=0,e2534081,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8387732.369852', '00', '50:56:84', '69:81', '08:00', '128.14.209.182', '128.131.169.52', '40', '238', '23961', '18915', '443', '1024', '0']"
26,Jan,30,18:13:21,fajar-server,kernel,[8395542.292657] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=137.226.113.26 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=48 ID=4669 DF PROTO=TCP SPT=52166 DPT=443 WINDOW=29200 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8395542.292657', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '137.226.113.26', '128.131.169.52', '60', '48', '4669', '52166', '443', '29200', '0']"
27,Jan,30,18:13:22,fajar-server,kernel,[8395543.292609] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=137.226.113.26 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=48 ID=4670 DF PROTO=TCP SPT=52166 DPT=443 WINDOW=29200 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8395543.292609', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '137.226.113.26', '128.131.169.52', '60', '48', '4670', '52166', '443', '29200', '0']"
28,Jan,30,18:13:24,fajar-server,kernel,[8395545.296464] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=137.226.113.26 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=48 ID=4671 DF PROTO=TCP SPT=52166 DPT=443 WINDOW=29200 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8395545.296464', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '137.226.113.26', '128.131.169.52', '60', '48', '4671', '52166', '443', '29200', '0']"
29,Jan,30,18:13:28,fajar-server,kernel,[8395549.304100] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=137.226.113.26 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=48 ID=4672 DF PROTO=TCP SPT=52166 DPT=443 WINDOW=29200 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8395549.304100', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '137.226.113.26', '128.131.169.52', '60', '48', '4672', '52166', '443', '29200', '0']"
30,Jan,30,18:24:25,fajar-server,kernel,[8396206.760397] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=137.226.113.26 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=48 ID=1206 DF PROTO=TCP SPT=55676 DPT=443 WINDOW=29200 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8396206.760397', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '137.226.113.26', '128.131.169.52', '60', '48', '1206', '55676', '443', '29200', '0']"
31,Jan,30,18:24:26,fajar-server,kernel,[8396207.757609] [UFW BLOCK] IN=ens160 OUT= MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00 SRC=137.226.113.26 DST=128.131.169.52 LEN=60 TOS=0x00 PREC=0x00 TTL=48 ID=1207 DF PROTO=TCP SPT=55676 DPT=443 WINDOW=29200 RES=0x00 SYN URGP=0,8045ca6d,[<*>.<*>] [UFW BLOCK] IN=ens160 OUT= <*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,"['8396207.757609', 'MAC=00:50:56:84:ef:d6:ec:bd:1d:69:81:d4:08:00', '137.226.113.26', '128.131.169.52', '60', '48', '1207', '55676', '443', '29200', '0']"
